Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    1010/3058        nk_panel_begin [24]
                0.00    0.00    1012/3058        nk_create_page_element [23]
[13]    14.3    0.00    0.01    3058         nk_zero [13]
                0.01    0.00    3058/3563        nk_memset [7]
-----------------------------------------------
                0.00    0.01    1010/1010        Window_begin [16]
[14]    14.2    0.00    0.01    1010         nk_begin [14]
                0.00    0.01    1010/1010        nk_begin_titled [15]
-----------------------------------------------
                0.00    0.01    1010/1010        nk_begin [14]
[15]    14.2    0.00    0.01    1010         nk_begin_titled [15]
                0.00    0.01    1010/1010        nk_create_panel [19]
                0.00    0.00    1010/1010        nk_panel_begin [24]
                0.00    0.00       2/2           nk_create_window [56]
                0.00    0.00    1010/3028        nk_strlen [129]
                0.00    0.00    1010/1010        nk_murmur_hash [177]
                0.00    0.00    1010/1010        nk_find_window [169]
                0.00    0.00    1010/1010        nk_start [183]
                0.00    0.00    1010/1516        nk_input_has_mouse_click_down_in_rect [151]
                0.00    0.00    1010/2524        nk_input_is_mouse_hovering_rect [131]
                0.00    0.00       2/2           nk_insert_window [272]
                0.00    0.00       2/2           nk_command_buffer_init [271]
                0.00    0.00       2/2022        nk_memcopy [134]
-----------------------------------------------
                                                 <spontaneous>
[16]    14.2    0.00    0.01                 Window_begin [16]
                0.00    0.01    1010/1010        nk_begin [14]
                0.00    0.00    1010/2020        moonnuklear_checkxxx [136]
                0.00    0.00    1010/1010        moonnuklear_echeckrect [159]
-----------------------------------------------
                0.00    0.00      10/17488       luaCreateComponentTable [62]
                0.00    0.01   17478/17488       ecs_getCompData [18]
[17]    13.1    0.00    0.01   17488         ecs_getComp [17]
                0.00    0.01   17488/22219       ecs_checkEntityExists [12]
                0.00    0.00   17488/22211       ecs_checkCompType [100]
                0.00    0.00   17488/22278       ecs_checkEntityID [99]
                0.00    0.00   17488/17489       ecs_checkComponentID [102]
-----------------------------------------------
                0.00    0.00       1/17478       engine_getRigidBody [93]
                0.00    0.00       2/17478       engine_getMeshRenderer [87]
                0.00    0.00       2/17478       engine_getLightSrc [86]
                0.00    0.00       2/17478       engine_getCollider [85]
                0.00    0.00       3/17478       engine_getInfo [77]
                0.00    0.00     501/17478       engine_updateTransform [37]
                0.00    0.00    1014/17478       engine_getScript [32]
                0.00    0.00    1518/17478       luaEngineComponentNewIndex [31]
                0.00    0.00    2020/17478       luaEngineComponentIndex [30]
                0.00    0.00    4008/17478       engine_updateTransforms [26]
                0.00    0.00    8407/17478       engine_getTransform [20]
[18]    13.1    0.00    0.01   17478         ecs_getCompData [18]
                0.00    0.01   17478/17488       ecs_getComp [17]
-----------------------------------------------
                0.00    0.01    1010/1010        nk_begin_titled [15]
[19]     9.4    0.00    0.01    1010         nk_create_panel [19]
                0.00    0.00    1010/1012        nk_create_page_element [23]
                0.00    0.00    1010/3058        nk_zero [13]
-----------------------------------------------
                0.00    0.00       1/8407        createProp [51]
                0.00    0.00       1/8407        createWeather [52]
                0.00    0.00       1/8407        createEnvironment [58]
                0.00    0.00       1/8407        engine_cbRigidBodyOnCreate [88]
                0.00    0.00       1/8407        engine_cbColliderOnCreate [92]
                0.00    0.00       4/8407        engine_cbTransformOnCreate [69]
                0.00    0.00     505/8407        engine_cbRigidBodyOnUpdate [36]
                0.00    0.00     505/8407        engine_cbCameraOnUpdate [35]
                0.00    0.00    1010/8407        engine_cbLightSourceOnUpdate [34]
                0.00    0.00    2338/8407        render_drawVisibleMeshes [22]
                0.00    0.00    4040/8407        render_createMeshRendererDrawList [4]
[20]     6.3    0.00    0.00    8407         engine_getTransform [20]
                0.00    0.00    8407/17478       ecs_getCompData [18]
-----------------------------------------------
                0.00    0.00     505/505         main [1]
[21]     5.6    0.00    0.00     505         engine_stepUpdate [21]
                0.00    0.00     501/501         engine_updateTransforms [26]
                0.00    0.00     505/505         engine_execUpdateCallbacks [29]
                0.00    0.00     505/505         engine_dispatchMessages [208]
                0.00    0.00     501/501         physics_updateCollisions [225]
                0.00    0.00     501/501         physics_updateBodies [224]
-----------------------------------------------
                0.00    0.00     505/2020        render_drawScene [2]
                0.00    0.00    1515/2020        render_drawShadowMaps [3]
[22]     5.3    0.00    0.00    2020         render_drawVisibleMeshes [22]
                0.00    0.00    4676/4676        ecs_execCallback [25]
                0.00    0.00    2338/8407        engine_getTransform [20]
                0.00    0.00    5873/27272       array_size [96]
                0.00    0.00    4676/5688        hashmap_getP [117]
                0.00    0.00    3853/21640       array_get [101]
                0.00    0.00     823/823         render_setShaderLightSrcUniforms [204]
                0.00    0.00     823/823         render_setMeshRendererUniforms [203]
-----------------------------------------------
                0.00    0.00       2/1012        nk_create_window [56]
                0.00    0.00    1010/1012        nk_create_panel [19]
[23]     4.7    0.00    0.00    1012         nk_create_page_element [23]
                0.00    0.00    1012/3058        nk_zero [13]
                0.00    0.00       3/3           nk_pool_alloc [252]
-----------------------------------------------
                0.00    0.00    1010/1010        nk_begin_titled [15]
[24]     4.7    0.00    0.00    1010         nk_panel_begin [24]
                0.00    0.00    1010/3058        nk_zero [13]
                0.00    0.00    2020/3030        nk_fill_rect [127]
                0.00    0.00    1516/1516        nk_panel_has_header [153]
                0.00    0.00    1010/2020        nk_panel_get_padding [139]
                0.00    0.00    1010/1010        nk_panel_get_border [179]
                0.00    0.00    1010/1010        nk_shrink_rect [182]
                0.00    0.00    1010/1010        nk_layout_reset_min_row_height [175]
                0.00    0.00    1010/1010        nk_panel_is_nonblock [181]
                0.00    0.00    1010/1010        nk_do_button_symbol [162]
                0.00    0.00    1010/3028        nk_strlen [129]
                0.00    0.00    1010/5050        nk_raylib_font_get_text_width [119]
                0.00    0.00    1010/2584        nk_vec2 [130]
                0.00    0.00    1010/2020        nk_widget_text [142]
                0.00    0.00    1010/1010        nk_unify [185]
                0.00    0.00    1010/2020        nk_push_scissor [140]
                0.00    0.00     506/1516        nk_input_has_mouse_click_down_in_rect [151]
                0.00    0.00     504/2524        nk_input_is_mouse_hovering_rect [131]
-----------------------------------------------
                0.00    0.00    4676/4676        render_drawVisibleMeshes [22]
[25]     3.5    0.00    0.00    4676         ecs_execCallback [25]
                0.00    0.00    4676/22219       ecs_checkEntityExists [12]
                0.00    0.00    4676/22211       ecs_checkCompType [100]
                0.00    0.00    4676/22278       ecs_checkEntityID [99]
                0.00    0.00    4676/5218        ecs_checkCallbackType [118]
                0.00    0.00     505/505         weatherCbPostRender [219]
                0.00    0.00     505/505         weatherCbPreRender [220]
-----------------------------------------------
                0.00    0.00     501/501         engine_stepUpdate [21]
[26]     3.4    0.00    0.00     501         engine_updateTransforms [26]
                0.00    0.00    4008/17478       ecs_getCompData [18]
                0.00    0.00    1503/1507        engine_updateTransform [37]
-----------------------------------------------
                0.00    0.00     505/505         DrawNuklear [5]
[27]     2.4    0.00    0.00     505         nk_clear [27]
                0.00    0.00     505/3563        nk_memset [7]
                0.00    0.00     505/505         nk_buffer_clear [210]
-----------------------------------------------
                0.00    0.00     505/505         engine_execUpdateCallbacks [29]
[28]     2.3    0.00    0.00     505         ecs_execCallbackAllEnt [28]
                0.00    0.00    1010/1010        engineCbScriptOnUpdate [33]
                0.00    0.00    1010/1010        engine_cbLightSourceOnUpdate [34]
                0.00    0.00     505/505         engine_cbRigidBodyOnUpdate [36]
                0.00    0.00     505/505         engine_cbCameraOnUpdate [35]
                0.00    0.00     505/5218        ecs_checkCallbackType [118]
-----------------------------------------------
                0.00    0.00     505/505         engine_stepUpdate [21]
[29]     2.3    0.00    0.00     505         engine_execUpdateCallbacks [29]
                0.00    0.00     505/505         ecs_execCallbackAllEnt [28]
-----------------------------------------------
                                                 <spontaneous>
[30]     1.5    0.00    0.00                 luaEngineComponentIndex [30]
                0.00    0.00    2020/17478       ecs_getCompData [18]
                0.00    0.00    4040/7082        getTableInteger [112]
                0.00    0.00    2020/3558        logPushTag [125]
                0.00    0.00    2020/3558        logPopTag [124]
                0.00    0.00    2020/7072        luaPushVector3Vals [113]
-----------------------------------------------
                                                 <spontaneous>
[31]     1.1    0.00    0.00                 luaEngineComponentNewIndex [31]
                0.00    0.00    1518/17478       ecs_getCompData [18]
                0.00    0.00    3036/7082        getTableInteger [112]
                0.00    0.00    1518/3558        logPushTag [125]
                0.00    0.00    1518/3558        logPopTag [124]
                0.00    0.00    1011/7576        luaGetVector3 [111]
-----------------------------------------------
                0.00    0.00       2/1014        engineCbScriptOnCreate [83]
                0.00    0.00       2/1014        engineCbScriptOnDestroy [84]
                0.00    0.00    1010/1014        engineCbScriptOnUpdate [33]
[32]     0.8    0.00    0.00    1014         engine_getScript [32]
                0.00    0.00    1014/17478       ecs_getCompData [18]
-----------------------------------------------
                0.00    0.00    1010/1010        ecs_execCallbackAllEnt [28]
[33]     0.8    0.00    0.00    1010         engineCbScriptOnUpdate [33]
                0.00    0.00    1010/1014        engine_getScript [32]
-----------------------------------------------
                0.00    0.00    1010/1010        ecs_execCallbackAllEnt [28]
[34]     0.8    0.00    0.00    1010         engine_cbLightSourceOnUpdate [34]
                0.00    0.00    1010/8407        engine_getTransform [20]
-----------------------------------------------
                0.00    0.00     505/505         ecs_execCallbackAllEnt [28]
[35]     0.4    0.00    0.00     505         engine_cbCameraOnUpdate [35]
                0.00    0.00     505/8407        engine_getTransform [20]
-----------------------------------------------
                0.00    0.00     505/505         ecs_execCallbackAllEnt [28]
[36]     0.4    0.00    0.00     505         engine_cbRigidBodyOnUpdate [36]
                0.00    0.00     505/8407        engine_getTransform [20]
-----------------------------------------------
                                 501             engine_updateTransform [37]
                0.00    0.00       4/1507        engine_cbTransformOnCreate [69]
                0.00    0.00    1503/1507        engine_updateTransforms [26]
[37]     0.4    0.00    0.00    1507+501     engine_updateTransform [37]
                0.00    0.00     501/17478       ecs_getCompData [18]
                                 501             engine_updateTransform [37]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[38]     0.1    0.00    0.00       1         InitNuklear [38]
                0.00    0.00       1/1           InitNuklearContext [39]
                0.00    0.00       1/20          nk_handle_ptr [235]
-----------------------------------------------
                0.00    0.00       1/1           InitNuklear [38]
[39]     0.1    0.00    0.00       1         InitNuklearContext [39]
                0.00    0.00       1/1           nk_init_default [41]
                0.00    0.00       1/20          nk_handle_ptr [235]
                0.00    0.00       1/1           nk_set_user_data [330]
-----------------------------------------------
                0.00    0.00       1/1           nk_init_default [41]
[40]     0.1    0.00    0.00       1         nk_init [40]
                0.00    0.00       1/1           nk_setup [42]
                0.00    0.00       1/1           nk_buffer_init [65]
                0.00    0.00       1/1           nk_pool_init [67]
-----------------------------------------------
                0.00    0.00       1/1           InitNuklearContext [39]
[41]     0.1    0.00    0.00       1         nk_init_default [41]
                0.00    0.00       1/1           nk_init [40]
-----------------------------------------------
                0.00    0.00       1/1           nk_init [40]
[42]     0.1    0.00    0.00       1         nk_setup [42]
                0.00    0.00       1/1           nk_style_default [43]
                0.00    0.00       1/3058        nk_zero [13]
                0.00    0.00       1/1           nk_draw_list_init [66]
-----------------------------------------------
                0.00    0.00       1/1           nk_setup [42]
[43]     0.1    0.00    0.00       1         nk_style_default [43]
                0.00    0.00       1/1           nk_style_from_table [44]
-----------------------------------------------
                0.00    0.00       1/1           nk_style_default [43]
[44]     0.1    0.00    0.00       1         nk_style_from_table [44]
                0.00    0.00      19/3058        nk_zero [13]
                0.00    0.00      83/83          nk_style_item_color [229]
                0.00    0.00      59/2584        nk_vec2 [130]
                0.00    0.00      18/20          nk_handle_ptr [235]
                0.00    0.00      16/16          nk_rgb [236]
                0.00    0.00      11/14          nk_rgba [237]
                0.00    0.00       3/3           nk_style_item_hide [253]
-----------------------------------------------
                0.00    0.00       1/3           luaFuncCreateEntity [57]
                0.00    0.00       2/3           luaFuncGetEntity [49]
[45]     0.0    0.00    0.00       3         luaCreateEntityTable [45]
                0.00    0.00      21/21          ecs_compExists [48]
                0.00    0.00       7/10          luaCreateComponentTable [62]
                0.00    0.00       3/24          ecs_entityExists [47]
                0.00    0.00       3/55          ecs_getEntityNameCstrP [232]
-----------------------------------------------
                0.00    0.00       1/29          createProp [51]
                0.00    0.00       1/29          engine_createCamera [89]
                0.00    0.00       2/29          createWeather [52]
                0.00    0.00       2/29          engine_createConvexHullCollider [80]
                0.00    0.00       3/29          engine_createAmbientLight [71]
                0.00    0.00       3/29          engine_createDirLight [72]
                0.00    0.00       3/29          engine_createRigidBody [73]
                0.00    0.00       4/29          engine_createTransform [63]
                0.00    0.00       4/29          engine_createMeshRenderer [68]
                0.00    0.00       6/29          engine_createScriptFromFile [64]
[46]     0.0    0.00    0.00      29         ecs_setCallback [46]
                0.00    0.00      29/22219       ecs_checkEntityExists [12]
                0.00    0.00      29/22211       ecs_checkCompType [100]
                0.00    0.00      29/22278       ecs_checkEntityID [99]
                0.00    0.00      29/5218        ecs_checkCallbackType [118]
                0.00    0.00      29/172         logLevelIsVisibleHeader [228]
                0.00    0.00      29/55          ecs_getEntityNameCstrP [232]
                0.00    0.00      29/86          _log [1901]
-----------------------------------------------
                0.00    0.00       3/24          luaCreateEntityTable [45]
                0.00    0.00      21/24          ecs_compExists [48]
[47]     0.0    0.00    0.00      24         ecs_entityExists [47]
                0.00    0.00      24/22247       binsearch_u32Inc [6]
-----------------------------------------------
                0.00    0.00      21/21          luaCreateEntityTable [45]
[48]     0.0    0.00    0.00      21         ecs_compExists [48]
                0.00    0.00      21/24          ecs_entityExists [47]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.00    0.00                 luaFuncGetEntity [49]
                0.00    0.00       2/3           luaCreateEntityTable [45]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
                0.00    0.00       1/1           ecs_findEntity [282]
-----------------------------------------------
                0.00    0.00       4/8           engine_entityPostCreate [60]
                0.00    0.00       4/8           engine_entityDestroy [59]
[50]     0.0    0.00    0.00       8         ecs_execCallbackAllComp [50]
                0.00    0.00       8/22219       ecs_checkEntityExists [12]
                0.00    0.00       4/4           engine_cbTransformOnCreate [69]
                0.00    0.00       2/2           engineCbScriptOnDestroy [84]
                0.00    0.00       2/2           engineCbScriptOnCreate [83]
                0.00    0.00       1/1           engine_cbRigidBodyOnCreate [88]
                0.00    0.00       1/1           engine_cbColliderOnCreate [92]
                0.00    0.00       8/22278       ecs_checkEntityID [99]
                0.00    0.00       8/5218        ecs_checkCallbackType [118]
                0.00    0.00       2/2           engine_cbLightSourceOnDestroy [257]
                0.00    0.00       2/2           engine_cbMeshRendererOnDestroy [259]
                0.00    0.00       2/2           engine_cbMeshRendererOnCreate [258]
                0.00    0.00       2/2           engine_cbLightSourceOnCreate [256]
                0.00    0.00       1/1           engine_cbColliderOnDestroy [284]
                0.00    0.00       1/1           engine_cbRigidBodyOnDestroy [285]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[51]     0.0    0.00    0.00       1         createProp [51]
                0.00    0.00       1/1           engine_createRigidBody [73]
                0.00    0.00       1/2           engine_createMeshRenderer [68]
                0.00    0.00       1/1           engine_createConvexHullColliderModel [81]
                0.00    0.00       1/4           engine_createTransform [63]
                0.00    0.00       1/4           engine_createInfo [70]
                0.00    0.00       1/29          ecs_setCallback [46]
                0.00    0.00       1/3           engine_getInfo [77]
                0.00    0.00       1/8407        engine_getTransform [20]
                0.00    0.00       1/1           engine_getRigidBody [93]
                0.00    0.00       1/2           engine_getCollider [85]
                0.00    0.00       1/2           engine_getMeshRenderer [87]
                0.00    0.00       1/4           ecs_registerEntity [75]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[52]     0.0    0.00    0.00       1         createWeather [52]
                0.00    0.00       1/1           engine_createAmbientLight [71]
                0.00    0.00       1/2           engine_createMeshRenderer [68]
                0.00    0.00       1/4           engine_entityPostCreate [60]
                0.00    0.00       2/29          ecs_setCallback [46]
                0.00    0.00       1/4           engine_createTransform [63]
                0.00    0.00       1/4           engine_createInfo [70]
                0.00    0.00       1/3           engine_getInfo [77]
                0.00    0.00       1/2           engine_getLightSrc [86]
                0.00    0.00       1/8407        engine_getTransform [20]
                0.00    0.00       1/2           engine_getMeshRenderer [87]
                0.00    0.00       1/4           ecs_registerEntity [75]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[53]     0.0    0.00    0.00       1         UnloadNuklear [53]
                0.00    0.00       1/1           nk_free [54]
-----------------------------------------------
                0.00    0.00       1/1           UnloadNuklear [53]
[54]     0.0    0.00    0.00       1         nk_free [54]
                0.00    0.00       3/3058        nk_zero [13]
                0.00    0.00       1/1           nk_buffer_free [328]
                0.00    0.00       1/1           nk_pool_free [329]
-----------------------------------------------
                0.00    0.00       1/17          engine_createCamera [89]
                0.00    0.00       1/17          engine_createAmbientLight [71]
                0.00    0.00       1/17          engine_createDirLight [72]
                0.00    0.00       1/17          engine_createRigidBody [73]
                0.00    0.00       1/17          engine_createConvexHullCollider [80]
                0.00    0.00       2/17          engine_createMeshRenderer [68]
                0.00    0.00       2/17          engine_createScriptFromFile [64]
                0.00    0.00       4/17          engine_createInfo [70]
                0.00    0.00       4/17          engine_createTransform [63]
[55]     0.0    0.00    0.00      17         ecs_registerComp [55]
                0.00    0.00      17/22219       ecs_checkEntityExists [12]
                0.00    0.00      17/22211       ecs_checkCompType [100]
                0.00    0.00      17/22278       ecs_checkEntityID [99]
                0.00    0.00      17/21          fifo_av_read [233]
                0.00    0.00      17/21          fifo_read [234]
                0.00    0.00      17/172         logLevelIsVisibleHeader [228]
                0.00    0.00      17/55          ecs_getEntityNameCstrP [232]
                0.00    0.00      17/86          _log [1901]
-----------------------------------------------
                0.00    0.00       2/2           nk_begin_titled [15]
[56]     0.0    0.00    0.00       2         nk_create_window [56]
                0.00    0.00       2/1012        nk_create_page_element [23]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.0    0.00    0.00                 luaFuncCreateEntity [57]
                0.00    0.00       1/3           luaCreateEntityTable [45]
                0.00    0.00       1/4           ecs_registerEntity [75]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[58]     0.0    0.00    0.00       1         createEnvironment [58]
                0.00    0.00       1/1           engine_createDirLight [72]
                0.00    0.00       1/4           engine_createTransform [63]
                0.00    0.00       1/4           engine_createInfo [70]
                0.00    0.00       1/3           engine_getInfo [77]
                0.00    0.00       1/2           engine_getLightSrc [86]
                0.00    0.00       1/8407        engine_getTransform [20]
                0.00    0.00       1/4           ecs_registerEntity [75]
-----------------------------------------------
                0.00    0.00       4/4           cleanup [61]
[59]     0.0    0.00    0.00       4         engine_entityDestroy [59]
                0.00    0.00       4/8           ecs_execCallbackAllComp [50]
                0.00    0.00       4/4           ecs_unregisterEntity [247]
-----------------------------------------------
                0.00    0.00       1/4           createWeather [52]
                0.00    0.00       1/4           luaFuncPostCreateEntity [82]
                0.00    0.00       2/4           main [1]
[60]     0.0    0.00    0.00       4         engine_entityPostCreate [60]
                0.00    0.00       4/8           ecs_execCallbackAllComp [50]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[61]     0.0    0.00    0.00       1         cleanup [61]
                0.00    0.00       4/4           engine_entityDestroy [59]
                0.00    0.00       1/172         logLevelIsVisibleHeader [228]
                0.00    0.00       1/86          _log [1901]
-----------------------------------------------
                0.00    0.00       1/10          luaFuncCreateInfo [90]
                0.00    0.00       1/10          luaFuncCreateTransform [79]
                0.00    0.00       1/10          luaFuncCreateCamera [78]
                0.00    0.00       7/10          luaCreateEntityTable [45]
[62]     0.0    0.00    0.00      10         luaCreateComponentTable [62]
                0.00    0.00      10/17488       ecs_getComp [17]
                0.00    0.00      10/3558        logPushTag [125]
                0.00    0.00      10/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       1/4           createProp [51]
                0.00    0.00       1/4           createWeather [52]
                0.00    0.00       1/4           createEnvironment [58]
                0.00    0.00       1/4           luaFuncCreateTransform [79]
[63]     0.0    0.00    0.00       4         engine_createTransform [63]
                0.00    0.00       4/17          ecs_registerComp [55]
                0.00    0.00       4/29          ecs_setCallback [46]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           luaFuncCreateScriptFromFile [74]
[64]     0.0    0.00    0.00       2         engine_createScriptFromFile [64]
                0.00    0.00       6/29          ecs_setCallback [46]
                0.00    0.00       2/17          ecs_registerComp [55]
                0.00    0.00       6/172         logLevelIsVisibleHeader [228]
                0.00    0.00       6/86          _log [1901]
                0.00    0.00       2/2           luaEnvLoad [268]
                0.00    0.00       1/1           luaEnvCreate [290]
-----------------------------------------------
                0.00    0.00       1/1           nk_init [40]
[65]     0.0    0.00    0.00       1         nk_buffer_init [65]
                0.00    0.00       1/3058        nk_zero [13]
                0.00    0.00       1/2           nk_malloc [273]
-----------------------------------------------
                0.00    0.00       1/1           nk_setup [42]
[66]     0.0    0.00    0.00       1         nk_draw_list_init [66]
                0.00    0.00       1/3058        nk_zero [13]
-----------------------------------------------
                0.00    0.00       1/1           nk_init [40]
[67]     0.0    0.00    0.00       1         nk_pool_init [67]
                0.00    0.00       1/3058        nk_zero [13]
-----------------------------------------------
                0.00    0.00       1/2           createProp [51]
                0.00    0.00       1/2           createWeather [52]
[68]     0.0    0.00    0.00       2         engine_createMeshRenderer [68]
                0.00    0.00       4/29          ecs_setCallback [46]
                0.00    0.00       2/17          ecs_registerComp [55]
                0.00    0.00       2/5958        hashmap_get [115]
-----------------------------------------------
                0.00    0.00       4/4           ecs_execCallbackAllComp [50]
[69]     0.0    0.00    0.00       4         engine_cbTransformOnCreate [69]
                0.00    0.00       4/8407        engine_getTransform [20]
                0.00    0.00       4/1507        engine_updateTransform [37]
-----------------------------------------------
                0.00    0.00       1/4           createProp [51]
                0.00    0.00       1/4           createWeather [52]
                0.00    0.00       1/4           createEnvironment [58]
                0.00    0.00       1/4           luaFuncCreateInfo [90]
[70]     0.0    0.00    0.00       4         engine_createInfo [70]
                0.00    0.00       4/17          ecs_registerComp [55]
-----------------------------------------------
                0.00    0.00       1/1           createWeather [52]
[71]     0.0    0.00    0.00       1         engine_createAmbientLight [71]
                0.00    0.00       3/29          ecs_setCallback [46]
                0.00    0.00       1/17          ecs_registerComp [55]
-----------------------------------------------
                0.00    0.00       1/1           createEnvironment [58]
[72]     0.0    0.00    0.00       1         engine_createDirLight [72]
                0.00    0.00       3/29          ecs_setCallback [46]
                0.00    0.00       1/17          ecs_registerComp [55]
-----------------------------------------------
                0.00    0.00       1/1           createProp [51]
[73]     0.0    0.00    0.00       1         engine_createRigidBody [73]
                0.00    0.00       3/29          ecs_setCallback [46]
                0.00    0.00       1/17          ecs_registerComp [55]
                0.00    0.00       1/1           physics_initRigidBody [333]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.0    0.00    0.00                 luaFuncCreateScriptFromFile [74]
                0.00    0.00       1/2           engine_createScriptFromFile [64]
                0.00    0.00       1/7082        getTableInteger [112]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       1/4           createProp [51]
                0.00    0.00       1/4           createWeather [52]
                0.00    0.00       1/4           createEnvironment [58]
                0.00    0.00       1/4           luaFuncCreateEntity [57]
[75]     0.0    0.00    0.00       4         ecs_registerEntity [75]
                0.00    0.00       4/4           insertsort_u32Inc [76]
                0.00    0.00       4/21          fifo_av_read [233]
                0.00    0.00       4/21          fifo_read [234]
                0.00    0.00       4/172         logLevelIsVisibleHeader [228]
                0.00    0.00       4/86          _log [1901]
-----------------------------------------------
                0.00    0.00       4/4           ecs_registerEntity [75]
[76]     0.0    0.00    0.00       4         insertsort_u32Inc [76]
                0.00    0.00       4/22247       binsearch_u32Inc [6]
-----------------------------------------------
                0.00    0.00       1/3           createProp [51]
                0.00    0.00       1/3           createWeather [52]
                0.00    0.00       1/3           createEnvironment [58]
[77]     0.0    0.00    0.00       3         engine_getInfo [77]
                0.00    0.00       3/17478       ecs_getCompData [18]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.00    0.00                 luaFuncCreateCamera [78]
                0.00    0.00       1/1           engine_createCamera [89]
                0.00    0.00       1/10          luaCreateComponentTable [62]
                0.00    0.00       1/7082        getTableInteger [112]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.0    0.00    0.00                 luaFuncCreateTransform [79]
                0.00    0.00       1/4           engine_createTransform [63]
                0.00    0.00       1/10          luaCreateComponentTable [62]
                0.00    0.00       1/7082        getTableInteger [112]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       1/1           engine_createConvexHullColliderModel [81]
[80]     0.0    0.00    0.00       1         engine_createConvexHullCollider [80]
                0.00    0.00       2/29          ecs_setCallback [46]
                0.00    0.00       1/17          ecs_registerComp [55]
                0.00    0.00       1/1           initCollider [288]
-----------------------------------------------
                0.00    0.00       1/1           createProp [51]
[81]     0.0    0.00    0.00       1         engine_createConvexHullColliderModel [81]
                0.00    0.00       1/1           engine_createConvexHullCollider [80]
                0.00    0.00       1/506         engine_render_getModel [206]
-----------------------------------------------
                                                 <spontaneous>
[82]     0.0    0.00    0.00                 luaFuncPostCreateEntity [82]
                0.00    0.00       1/4           engine_entityPostCreate [60]
                0.00    0.00       1/7082        getTableInteger [112]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       2/2           ecs_execCallbackAllComp [50]
[83]     0.0    0.00    0.00       2         engineCbScriptOnCreate [83]
                0.00    0.00       2/1014        engine_getScript [32]
                0.00    0.00       2/55          ecs_getEntityNameCstrP [232]
-----------------------------------------------
                0.00    0.00       2/2           ecs_execCallbackAllComp [50]
[84]     0.0    0.00    0.00       2         engineCbScriptOnDestroy [84]
                0.00    0.00       2/1014        engine_getScript [32]
-----------------------------------------------
                0.00    0.00       1/2           createProp [51]
                0.00    0.00       1/2           engine_cbRigidBodyOnCreate [88]
[85]     0.0    0.00    0.00       2         engine_getCollider [85]
                0.00    0.00       2/17478       ecs_getCompData [18]
-----------------------------------------------
                0.00    0.00       1/2           createWeather [52]
                0.00    0.00       1/2           createEnvironment [58]
[86]     0.0    0.00    0.00       2         engine_getLightSrc [86]
                0.00    0.00       2/17478       ecs_getCompData [18]
-----------------------------------------------
                0.00    0.00       1/2           createProp [51]
                0.00    0.00       1/2           createWeather [52]
[87]     0.0    0.00    0.00       2         engine_getMeshRenderer [87]
                0.00    0.00       2/17478       ecs_getCompData [18]
-----------------------------------------------
                0.00    0.00       1/1           ecs_execCallbackAllComp [50]
[88]     0.0    0.00    0.00       1         engine_cbRigidBodyOnCreate [88]
                0.00    0.00       1/8407        engine_getTransform [20]
                0.00    0.00       1/2           engine_getCollider [85]
                0.00    0.00       1/1           physics_addRigidBody [332]
-----------------------------------------------
                0.00    0.00       1/1           luaFuncCreateCamera [78]
[89]     0.0    0.00    0.00       1         engine_createCamera [89]
                0.00    0.00       1/17          ecs_registerComp [55]
                0.00    0.00       1/29          ecs_setCallback [46]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.0    0.00    0.00                 luaFuncCreateInfo [90]
                0.00    0.00       1/10          luaCreateComponentTable [62]
                0.00    0.00       1/4           engine_createInfo [70]
                0.00    0.00       1/7082        getTableInteger [112]
                0.00    0.00       1/3558        logPushTag [125]
                0.00    0.00       1/3558        logPopTag [124]
-----------------------------------------------
                0.00    0.00       1/1           luaFuncSetCamera [94]
[91]     0.0    0.00    0.00       1         ecs_getCompID [91]
                0.00    0.00       1/22219       ecs_checkEntityExists [12]
                0.00    0.00       1/22211       ecs_checkCompType [100]
